Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-08-24,83.02569551299585,83.68936724632141,82.85503603392938,83.53767395019531,504800,0.0,0
2016-08-25,83.34806304502399,84.16342814807402,83.13947841472839,84.05914306640625,310700,0.0,0
2016-08-26,84.24876486566515,85.14946336854399,83.93588790776734,84.29617309570312,250200,0.0,0
2016-08-29,84.26771243559344,85.24426831471828,84.25823657765,85.12100982666016,307400,0.0,0
2016-08-30,85.2443015041846,85.54769544652451,84.95038342347752,85.30118560791016,466400,0.0,0
2016-08-31,85.15894734695812,85.69936790100222,84.63748574503819,85.4433822631836,585000,0.0,0
2016-09-01,85.62351352271182,86.0786079201697,84.353054020337,84.63748168945312,863000,0.0,0
2016-09-02,85.01673755030991,85.30117249216785,84.33409947663567,84.90296936035156,925200,0.0,0
2016-09-06,85.35805127001768,85.5097518251538,83.0920766704064,84.00225830078125,1351700,0.0,0
2016-09-07,83.7557469910386,84.43838500976562,83.42391107456865,84.43838500976562,731700,0.0,0
2016-09-08,84.02121401374445,84.21083245054822,82.43787040916621,82.72230529785156,815100,0.0,0
2016-09-09,82.03967183130102,82.23877337086019,80.30463482923963,80.33308410644531,715900,0.0,0
2016-09-12,79.91591584198262,81.61302772914128,79.65044711925036,81.49925231933594,665400,0.0,0
2016-09-13,81.08209927229335,81.63200301281813,80.01074107449713,80.46583557128906,891800,0.0,0
2016-09-14,80.72180335434219,81.1958567013766,80.16242387691197,80.30463409423828,606300,0.0,0
2016-09-15,80.5132267667284,81.56562588094698,80.35205034867204,81.40444946289062,442300,0.0,0
2016-09-16,81.5087273925884,81.5087273925884,80.57010386285181,80.93038177490234,1529700,0.0,0
2016-09-19,80.9303952906594,81.7457676998475,80.2572403451168,80.81661987304688,431000,0.0,0
2016-09-20,81.47081413354567,81.47081413354567,80.77869301637608,81.21482849121094,524400,0.0,0
2016-09-21,81.68888832353566,82.24826788375772,81.11054257587628,82.23878479003906,490500,0.0,0
2016-09-22,82.89296578331941,82.99725809486223,81.76471654034515,82.2672119140625,525100,0.0,0
2016-09-23,82.21981383629766,82.46632360263753,81.85005280352787,81.91641998291016,413300,0.0,0
2016-09-26,81.4803101341738,82.03968973882452,80.968331534919,81.04418182373047,568500,0.0,0
2016-09-27,80.85454592971851,81.30015727857315,80.52270999976743,80.88298797607422,588400,0.0,0
2016-09-28,80.91144007494839,81.13899094102663,79.72630643968034,80.49427795410156,563600,0.0,0
2016-09-29,80.42790748633563,80.59856701220741,79.00574718189793,79.18588256835938,343700,0.0,0
2016-09-30,79.6314921888649,79.90644404297777,79.20484700038564,79.58409118652344,499000,0.0,0
2016-10-03,79.42289413252779,79.76421311915048,78.88247360928852,79.1763916015625,422000,0.0,0
2016-10-04,79.5935698285158,79.67890320928258,78.44636136963054,78.71183013916016,459800,0.0,0
2016-10-05,78.81610986959927,79.64096532884378,78.77818473237743,78.89196014404297,470000,0.0,0
2016-10-06,78.99625144579267,78.99625144579267,77.64994164241496,78.80663299560547,599000,0.0,0
2016-10-07,78.96781092637613,79.04366120130767,78.019704190173,78.3705062866211,551700,0.0,0
