Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-08-24,52.29589271168083,52.49074880593567,52.082478388503596,52.147430419921875,416100,0.0,0
2016-08-25,51.961856263097225,52.583541058655705,51.961856263097225,52.50931167602539,470700,0.0,0
2016-08-26,52.79695429536078,53.28873497333505,52.583536432475846,53.047481536865234,695600,0.0,0
2016-08-29,53.15884071390134,53.706296179626364,53.08460778449142,53.21451187133789,439500,0.0,0
2016-08-30,53.205233060685785,54.00321933177619,53.205233060685785,53.99393844604492,463800,0.0,0
2016-08-31,54.05889021690675,54.28158545827126,53.288743067246905,53.975379943847656,708600,0.0,0
2016-09-01,54.08672719221657,54.22590861538888,52.85263137695572,53.50215530395508,516000,0.0,0
2016-09-02,53.743410355596,54.08673235267641,53.223793996115994,53.901153564453125,433000,0.0,0
2016-09-06,53.97538029337026,54.1052879164529,52.945424971799554,53.400089263916016,391100,0.0,0
2016-09-07,53.24234738968343,53.87331308852128,53.04748773296832,53.8269157409668,468000,0.0,0
2016-09-08,53.79907662496318,54.23518617801714,53.66917255544593,53.8361930847168,490000,0.0,0
2016-09-09,53.5114373257061,54.02177987412903,53.26091003417969,53.26091003417969,510400,0.0,0
2016-09-12,52.815509275832646,54.114556991132446,52.54642380391476,53.93825912475586,512100,0.0,0
2016-09-13,53.27018444599157,53.520715263336996,52.41652702951449,52.73200988769531,724800,0.0,0
2016-09-14,52.84335495462821,52.91758434035971,52.21238924761731,52.37940979003906,903900,0.0,0
2016-09-15,52.444357714395736,53.45575823541631,52.444357714395736,53.25162124633789,537100,0.0,0
2016-09-16,52.75983946764143,52.84334973059658,52.1938258564588,52.28661346435547,926100,0.0,0
2016-09-19,52.65777618086841,53.34441658189346,52.34229332736296,52.37940979003906,652200,0.0,0
2016-09-20,52.85262707442269,53.07532228883851,52.50930867766782,52.861907958984375,603700,0.0,0
2016-09-21,53.20523202870464,53.632060733923176,52.899026518686526,53.613502502441406,548500,0.0,0
2016-09-22,54.263025542633855,54.717693357317636,54.04961119357679,54.42076873779297,1049800,0.0,0
2016-09-23,54.11456301354956,54.4671623251638,53.697011662903826,53.8269157409668,479700,0.0,0
2016-09-26,53.214503702445185,53.39080511291949,52.50930867940904,52.56498336791992,423700,0.0,0
2016-09-27,52.17527165685489,52.926864081502515,52.01753200332302,52.889747619628906,387700,0.0,0
2016-09-28,53.103157589965335,53.46503421436067,52.59281866993036,53.427921295166016,423600,0.0,0
2016-09-29,53.30687654549106,53.83761721558647,52.52473183925182,52.74820327758789,342700,0.2,0
2016-09-30,53.232381997907844,54.498711791966635,52.99960089023403,54.20075225830078,660500,0.0,0
2016-10-03,54.0052171228702,54.54527099903866,53.81899152584805,54.03314971923828,424800,0.0,0
2016-10-04,54.23799202574556,55.09462470129846,54.12625810109897,54.526641845703125,498900,0.0,0
2016-10-05,54.787362629712455,55.82091133468911,54.70356128736414,55.38328170776367,479700,0.0,0
