Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-08-24,90.7178588155097,91.605558393105,90.7178588155097,91.17076873779297,1228000,0.0,0
2016-08-25,91.17077622455136,91.8410810295347,90.89902748452316,91.49687194824219,1313300,0.0,0
2016-08-26,91.90450746901165,93.19077036573377,91.78675334270069,92.28495025634766,1426900,0.0,0
2016-08-29,92.24854925135229,94.04932255945027,92.24854925135229,93.9765625,1655300,0.41,0
2016-08-30,94.04934370209197,94.04934370209197,93.06710349504546,93.77649688720703,1411700,0.0,0
2016-08-31,93.89471094189265,93.99475429452832,92.56687100728823,93.05799102783203,1246600,0.0,0
2016-09-01,92.84879780613295,93.38539454458287,92.34858803439106,93.19440460205078,1189300,0.0,0
2016-09-02,93.43996465794912,94.99517448217081,93.42177811268678,94.77690124511719,1439200,0.0,0
2016-09-06,94.7132392274415,96.99603579152345,94.69505268192975,96.95965576171875,2023900,0.0,0
2016-09-07,96.61406381755769,97.81457714453558,96.2047936527446,96.34121704101562,1651600,0.0,0
2016-09-08,96.30482870026144,96.40487204711093,94.79509563297289,94.87694549560547,2108000,0.0,0
2016-09-09,94.01296032940672,94.50408041550921,92.15762009483595,92.16670989990234,1991500,0.0,0
2016-09-12,92.33040566196527,94.4858757392669,91.90295589463896,94.34036254882812,2081700,0.0,0
2016-09-13,93.86741675707529,94.17664352172329,92.12121706813134,92.34858703613281,1822300,0.0,0
2016-09-14,92.50320462732734,93.82195471446765,92.50320462732734,93.09436798095703,1852500,0.0,0
2016-09-15,92.8215292873836,94.86785934707923,92.8215292873836,94.27670288085938,2178300,0.0,0
2016-09-16,93.58549159341005,93.93109148882232,92.92156815307571,93.49454498291016,1443600,0.0,0
2016-09-19,93.61277308195092,93.98565625946225,92.98522968564427,93.2944564819336,1131900,0.0,0
2016-09-20,93.29445171957171,93.64914833273949,92.82151827616062,92.94884490966797,1451700,0.0,0
2016-09-21,93.8765315402425,95.82281828527827,93.60368475069158,95.63182830810547,2078800,0.0,0
2016-09-22,95.95015485999154,97.53264836221658,95.95015485999154,97.11428833007812,1780000,0.0,0
