Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-15,73.6429832574811,74.16044947961248,72.28224280910611,73.35550689697266,1773700,0.0,0
2020-09-16,71.90851989031957,75.07080378653248,71.08440781355178,73.72923278808594,2807200,0.0,0
2020-09-17,72.93386349430813,77.39939380318341,72.47389109868784,76.56570434570312,3887900,0.0,0
2020-09-18,76.2877994031554,76.7094401232854,75.26245181548596,75.70325469970703,3830800,0.0,0
2020-09-21,73.16384282154364,73.6621468374862,69.02412068692739,70.43277740478516,3710700,0.0,0
2020-09-22,70.99815810662986,71.48687742222647,69.92490133325808,70.44236755371094,2481500,0.0,0
2020-09-23,69.95364404158876,70.52860403726223,67.03092037298019,67.06925201416016,2667400,0.0,0
2020-09-24,67.21299430987851,67.75920740623201,65.33478774503114,67.28965759277344,3088900,0.0,0
2020-09-25,66.36972132329286,67.6442136970031,65.80433874055296,66.7146987915039,2099500,0.0,0
2020-09-28,68.21918011984712,69.72366232656529,68.00835974638127,68.23834228515625,2032400,0.0,0
2020-09-29,68.04669238571678,68.56415858880744,67.1075854295123,67.34715270996094,1247600,0.0,0
2020-09-30,68.06585180230877,69.321181961636,67.38548163063453,67.54838562011719,2488700,0.0,0
2020-10-01,67.4046444625645,68.18084739904053,64.98980956611673,65.29645538330078,2164700,0.0,0
2020-10-02,64.22319123312869,69.99197525252492,63.964461795520606,69.22535705566406,2973500,0.0,0
2020-10-05,70.1932141596298,72.95302663728596,69.73324175784713,72.25349426269531,2775700,0.0,0
2020-10-06,73.35550623906062,74.72583141379974,72.03309013513648,72.8188705444336,2888800,0.0,0
2020-10-07,73.97837210014218,76.26863467988119,73.97837210014218,76.09615325927734,2761600,0.0,0
2020-10-08,76.5657071421934,76.98734059998078,74.48626482517732,75.9524154663086,1827000,0.0,0
2020-10-09,76.93942708165557,77.8210329009069,75.72242122787306,76.5082015991211,1719600,0.0,0
2020-10-12,76.32613775934655,76.35488466351933,73.63339652928912,74.21794128417969,1852000,0.0,0
2020-10-13,73.93046509439522,74.2371109246028,72.2822410153995,73.48966217041016,2238600,0.0,0
